filename,model,macro_f1,TP_LOC,FP_LOC,FN_LOC,precision_LOC,recall_LOC,f1_LOC,TP_PER,FP_PER,FN_PER,precision_PER,recall_PER,f1_PER,TP_ORG,FP_ORG,FN_ORG,precision_ORG,recall_ORG,f1_ORG
NR_1.S_19.12.1945.xmi,flair,0.06284938217711326,9,77,199,0.10465116279069768,0.04326923076923077,0.061224489795918366,41,513,266,0.0740072202166065,0.13355048859934854,0.09523809523809523,3,27,154,0.1,0.01910828025477707,0.0320855614973262
NR_1.S_19.12.1945.xmi,spacy,0.2232807953797684,50,263,158,0.1597444089456869,0.2403846153846154,0.19193857965451055,64,218,243,0.22695035460992907,0.20846905537459284,0.2173174872665535,40,110,117,0.26666666666666666,0.25477707006369427,0.26058631921824105
NR_1.S_20.11.1923.xmi,rule_based,0.04598419184951891,4,158,207,0.024691358024691357,0.018957345971563982,0.021447721179624665,0,0,413,0.0,0.0,0.0,12,36,146,0.25,0.0759493670886076,0.11650485436893204
NR_1.S_20.11.1923.xmi,flair,0.13717402178869134,18,41,193,0.3050847457627119,0.08530805687203792,0.13333333333333336,140,488,273,0.2229299363057325,0.3389830508474576,0.26897214217098947,1,58,157,0.01694915254237288,0.006329113924050633,0.009216589861751152
NR_1.S_20.11.1923.xmi,spacy,0.24655249960425293,46,215,165,0.17624521072796934,0.21800947867298578,0.19491525423728814,152,248,261,0.38,0.36803874092009686,0.37392373923739236,24,99,134,0.1951219512195122,0.1518987341772152,0.17081850533807832
NR_1.S_20.12.2002.xmi,rule_based,0.07716295604062567,44,1895,645,0.022692109334708613,0.06386066763425254,0.0334855403348554,0,0,990,0.0,0.0,0.0,119,438,526,0.21364452423698385,0.18449612403100776,0.19800332778702162
NR_1.S_20.12.2002.xmi,flair,0.256516793921215,148,189,541,0.4391691394658754,0.21480406386066764,0.2884990253411306,455,754,535,0.3763440860215054,0.4595959595959596,0.4138244656662119,36,390,609,0.08450704225352113,0.05581395348837209,0.06722689075630252
NR_1.S_20.12.2002.xmi,spacy,0.43027156925778226,277,290,412,0.48853615520282184,0.4020319303338171,0.4410828025477707,492,572,498,0.462406015037594,0.49696969696969695,0.47906523855890937,278,577,367,0.32514619883040935,0.4310077519379845,0.37066666666666664
NR_1.S_21.10.1918.xmi,rule_based,0.014848377858852143,4,125,160,0.031007751937984496,0.024390243902439025,0.027303754266211604,0,0,198,0.0,0.0,0.0,1,3,111,0.25,0.008928571428571428,0.017241379310344824
NR_1.S_21.10.1918.xmi,flair,0.058224308399081194,4,80,160,0.047619047619047616,0.024390243902439025,0.03225806451612904,23,102,175,0.184,0.11616161616161616,0.14241486068111456,0,15,112,0.0,0.0,0.0
NR_1.S_21.10.1918.xmi,spacy,0.08844025860196637,22,187,142,0.10526315789473684,0.13414634146341464,0.11796246648793565,14,135,184,0.09395973154362416,0.0707070707070707,0.08069164265129684,6,62,106,0.08823529411764706,0.05357142857142857,0.06666666666666667
NR_10.S_01.07.1970.xmi,rule_based,0.06431372549019608,23,813,416,0.02751196172248804,0.05239179954441914,0.03607843137254902,0,0,374,0.0,0.0,0.0,36,48,339,0.42857142857142855,0.096,0.1568627450980392
NR_10.S_01.07.1970.xmi,flair,0.18142838795586477,29,53,410,0.35365853658536583,0.06605922551252848,0.11132437619961613,86,1022,288,0.0776173285198556,0.22994652406417113,0.11605937921727397,90,103,285,0.46632124352331605,0.24,0.3169014084507042
NR_10.S_01.07.1970.xmi,spacy,0.23700555897400555,67,306,372,0.17962466487935658,0.15261958997722094,0.16502463054187194,87,349,287,0.19954128440366972,0.232620320855615,0.2148148148148148,128,270,247,0.32160804020100503,0.3413333333333333,0.3311772315653299
NR_10.S_01.12.1994.xmi,rule_based,0.05982350711926804,2,16,111,0.1111111111111111,0.017699115044247787,0.030534351145038163,0,0,91,0.0,0.0,0.0,7,6,74,0.5384615384615384,0.08641975308641975,0.14893617021276595
NR_10.S_01.12.1994.xmi,flair,0.21271844295100115,3,32,110,0.08571428571428572,0.02654867256637168,0.040540540540540536,56,48,35,0.5384615384615384,0.6153846153846154,0.5743589743589744,1,4,80,0.2,0.012345679012345678,0.023255813953488372
NR_10.S_01.12.1994.xmi,spacy,0.4874311249945767,49,33,64,0.5975609756097561,0.4336283185840708,0.5025641025641024,42,64,49,0.39622641509433965,0.46153846153846156,0.4263959390862944,36,18,45,0.6666666666666666,0.4444444444444444,0.5333333333333333
NR_10.S_06.03.1946.xmi,rule_based,0.03629259822009984,2,164,103,0.012048192771084338,0.01904761904761905,0.014760147601476016,0,0,133,0.0,0.0,0.0,4,6,71,0.4,0.05333333333333334,0.09411764705882353
NR_10.S_06.03.1946.xmi,flair,0.029688853958849733,4,30,101,0.11764705882352941,0.0380952380952381,0.057553956834532384,2,201,131,0.009852216748768473,0.015037593984962405,0.011904761904761904,1,26,74,0.037037037037037035,0.013333333333333334,0.0196078431372549
NR_10.S_06.03.1946.xmi,spacy,0.1453216374269006,18,147,87,0.10909090909090909,0.17142857142857143,0.13333333333333333,15,61,118,0.19736842105263158,0.11278195488721804,0.14354066985645933,14,87,61,0.13861386138613863,0.18666666666666668,0.15909090909090912
NR_10.S_06.11.1956.xmi,rule_based,0.055414491935863064,4,264,145,0.014925373134328358,0.026845637583892617,0.019184652278177457,0,0,112,0.0,0.0,0.0,10,37,79,0.2127659574468085,0.11235955056179775,0.14705882352941174
NR_10.S_06.11.1956.xmi,flair,0.06333395295570554,3,9,146,0.25,0.020134228187919462,0.037267080745341616,15,128,97,0.1048951048951049,0.13392857142857142,0.11764705882352941,2,23,87,0.08,0.02247191011235955,0.03508771929824561
NR_10.S_06.11.1956.xmi,spacy,0.169868430853405,25,115,124,0.17857142857142858,0.16778523489932887,0.17301038062283738,16,91,96,0.14953271028037382,0.14285714285714285,0.1461187214611872,16,63,73,0.20253164556962025,0.1797752808988764,0.1904761904761905
NR_10.S_08.04.1963.xmi,rule_based,0.08193972694195609,20,1248,445,0.015772870662460567,0.043010752688172046,0.023081361800346218,0,0,380,0.0,0.0,0.0,48,59,276,0.4485981308411215,0.14814814814814814,0.22273781902552203
NR_10.S_08.04.1963.xmi,flair,0.10318215647316885,30,89,435,0.25210084033613445,0.06451612903225806,0.10273972602739727,36,151,344,0.1925133689839572,0.09473684210526316,0.12698412698412698,18,109,306,0.14173228346456693,0.05555555555555555,0.07982261640798226
NR_10.S_08.04.1963.xmi,spacy,0.27521594461390647,126,312,339,0.2876712328767123,0.2709677419354839,0.2790697674418604,61,205,319,0.22932330827067668,0.16052631578947368,0.18885448916408668,110,181,214,0.37800687285223367,0.3395061728395062,0.3577235772357724
NR_10.S_09.12.1971.xmi,rule_based,0.029031598520181622,91,2973,1460,0.029699738903394255,0.05867182462927144,0.03943661971830986,0,0,1215,0.0,0.0,0.0,29,218,941,0.11740890688259109,0.029896907216494847,0.04765817584223501
NR_10.S_09.12.1971.xmi,flair,0.2120721102034017,275,330,1276,0.45454545454545453,0.1773049645390071,0.25510204081632654,117,922,1098,0.1126082771896054,0.0962962962962963,0.10381543921916593,193,229,777,0.45734597156398105,0.19896907216494844,0.27729885057471265
NR_10.S_09.12.1971.xmi,spacy,0.24430590492512808,443,1025,1108,0.3017711171662125,0.2856221792392005,0.2934746604836038,145,880,1070,0.14146341463414633,0.11934156378600823,0.12946428571428573,292,622,678,0.31947483588621445,0.30103092783505153,0.30997876857749473
NR_10.S_10.02.2000.xmi,rule_based,0.04761904761904762,0,3,5,0.0,0.0,0.0,0,0,12,0.0,0.0,0.0,1,3,9,0.25,0.1,0.14285714285714288
NR_10.S_10.02.2000.xmi,flair,0.21333333333333335,0,2,5,0.0,0.0,0.0,8,5,4,0.6153846153846154,0.6666666666666666,0.64,0,4,10,0.0,0.0,0.0
NR_10.S_10.02.2000.xmi,spacy,0.2420634920634921,1,1,4,0.5,0.2,0.28571428571428575,3,9,9,0.25,0.25,0.25,2,9,8,0.18181818181818182,0.2,0.1904761904761905
NR_10.S_10.12.1975.xmi,rule_based,0.06426912383907529,174,3076,1262,0.05353846153846154,0.12116991643454039,0.07426376440460948,0,0,1094,0.0,0.0,0.0,70,230,811,0.23333333333333334,0.07945516458569807,0.11854360711261641
NR_10.S_10.12.1975.xmi,flair,0.2302142395993277,348,410,1088,0.45910290237467016,0.24233983286908078,0.317228805834093,132,792,962,0.14285714285714285,0.1206581352833638,0.13082259663032705,176,394,705,0.3087719298245614,0.19977298524404086,0.24259131633356304
NR_10.S_10.12.1975.xmi,spacy,0.29512926927517086,473,728,963,0.3938384679433805,0.3293871866295265,0.3587409935532802,140,625,954,0.1830065359477124,0.12797074954296161,0.15061861215707367,320,501,561,0.38976857490864797,0.36322360953461974,0.37602820211515864
NR_10.S_11.01.1950.xmi,rule_based,0.049608078449179936,10,449,248,0.02178649237472767,0.03875968992248062,0.02789400278940028,0,0,162,0.0,0.0,0.0,13,39,150,0.25,0.07975460122699386,0.12093023255813953
