filename,model,macro_f1,TP_PER,FP_PER,FN_PER,precision_PER,recall_PER,f1_PER,TP_ORG,FP_ORG,FN_ORG,precision_ORG,recall_ORG,f1_ORG
01.02.2017_164._Sitzung.txt,rule_based,0.6495726495726496,8,16,7,0.3333333333333333,0.5333333333333333,0.4102564102564102,4,1,0,0.8,1.0,0.888888888888889
01.02.2017_164._Sitzung.txt,flair,0.2580645161290323,8,8,7,0.5,0.5333333333333333,0.5161290322580646,0,1,4,0.0,0.0,0.0
01.02.2017_164._Sitzung.txt,spacy,0.4999999999999999,9,3,6,0.75,0.6,0.6666666666666665,2,6,2,0.25,0.5,0.3333333333333333
01.02.2017_164._Sitzung.txt,improved_spacy,0.4999999999999999,9,3,6,0.75,0.6,0.6666666666666665,2,6,2,0.25,0.5,0.3333333333333333
01.02.2017_164._Sitzung.txt,bert,0.28125,9,8,6,0.5294117647058824,0.6,0.5625,0,2,4,0.0,0.0,0.0
01.02.2017_164._Sitzung.txt,distilbert,0.17857142857142855,5,8,10,0.38461538461538464,0.3333333333333333,0.3571428571428571,0,2,4,0.0,0.0,0.0
01.12.2010_89._Sitzung.txt,rule_based,0.6728060671722643,15,23,18,0.39473684210526316,0.45454545454545453,0.4225352112676056,6,0,1,1.0,0.8571428571428571,0.923076923076923
01.12.2010_89._Sitzung.txt,flair,0.1379310344827586,8,17,25,0.32,0.24242424242424243,0.2758620689655172,0,2,7,0.0,0.0,0.0
01.12.2010_89._Sitzung.txt,spacy,0.3797814207650273,13,15,20,0.4642857142857143,0.3939393939393939,0.4262295081967213,4,13,3,0.23529411764705882,0.5714285714285714,0.3333333333333333
01.12.2010_89._Sitzung.txt,improved_spacy,0.3797814207650273,13,15,20,0.4642857142857143,0.3939393939393939,0.4262295081967213,4,13,3,0.23529411764705882,0.5714285714285714,0.3333333333333333
01.12.2010_89._Sitzung.txt,bert,0.225,7,16,26,0.30434782608695654,0.21212121212121213,0.25,1,2,6,0.3333333333333333,0.14285714285714285,0.2
01.12.2010_89._Sitzung.txt,distilbert,0.10909090909090909,6,16,27,0.2727272727272727,0.18181818181818182,0.21818181818181817,0,6,7,0.0,0.0,0.0
02.03.2000_14._Sitzung.txt,rule_based,0.7017543859649122,10,5,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,0,5,1.0,0.5833333333333334,0.7368421052631579
02.03.2000_14._Sitzung.txt,flair,0.3636363636363636,0,11,15,0.0,0.0,0.0,8,2,4,0.8,0.6666666666666666,0.7272727272727272
02.03.2000_14._Sitzung.txt,spacy,0.49743589743589745,6,5,9,0.5454545454545454,0.4,0.4615384615384615,8,10,4,0.4444444444444444,0.6666666666666666,0.5333333333333333
02.03.2000_14._Sitzung.txt,improved_spacy,0.5210918114143921,6,5,9,0.5454545454545454,0.4,0.4615384615384615,9,10,3,0.47368421052631576,0.75,0.5806451612903226
02.03.2000_14._Sitzung.txt,bert,0.3846153846153846,0,7,15,0.0,0.0,0.0,10,4,2,0.7142857142857143,0.8333333333333334,0.7692307692307692
02.03.2000_14._Sitzung.txt,distilbert,0.2631578947368421,0,7,15,0.0,0.0,0.0,5,2,7,0.7142857142857143,0.4166666666666667,0.5263157894736842
02.03.2006_141._Sitzung.txt,rule_based,0.7505543237250554,14,10,3,0.5833333333333334,0.8235294117647058,0.6829268292682927,9,0,4,1.0,0.6923076923076923,0.8181818181818181
02.03.2006_141._Sitzung.txt,flair,0.3051470588235294,4,13,13,0.23529411764705882,0.23529411764705882,0.23529411764705882,6,13,7,0.3157894736842105,0.46153846153846156,0.37499999999999994
